Points,50m,55m,60m,50mH,55mH,60mH,200m,300m,400m,500m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,3000m,2 Miles,5000m,HJ,PV,LJ,TJ,SP,Hept.,Pent.
249,9.35,10.15,,9.65,12.45,13.47,36.23,59.56,1:24.20,1:52.38,2:37.09,5:57.25,2:21.95,3:18.02,4:15.72,6:44.93,7:18.60,9:21.54,14:49.93,16:00.02,25:50.62,,1.61,,5.19,4.51,1561.0,1189.0
248,7.59,,10.84,11.38,12.46,13.48,36.25,59.6,1:24.26,1:52.46,2:37.20,5:57.50,2:22.04,3:18.15,4:15.89,6:45.20,7:18.90,9:21.92,14:50.56,16:00.70,25:51.72,,,2.43,5.18,4.49,1556.0,1185.0
247,9.36,10.16,10.85,11.39,12.47,13.49,36.27,59.64,1:24.32,1:52.53,2:37.31,5:57.76,2:22.14,3:18.28,4:16.06,6:45.48,7:19.19,9:22.30,14:51.18,16:01.38,25:52.83,,,,5.17,4.48,1551.0,1181.0
246,9.37,,,11.4,12.48,13.5,36.3,59.68,1:24.37,1:52.61,2:37.42,5:58.01,2:22.24,3:18.42,4:16.23,6:45.75,7:19.49,9:22.69,14:51.81,16:02.05,25:53.93,,1.6,2.42,5.16,4.46,1546.0,1177.0
245,7.6,10.17,10.86,11.41,12.49,13.51,36.32,59.72,1:24.43,1:52.69,2:37.53,5:58.27,2:22.34,3:18.55,4:16.40,6:46.02,7:19.79,9:23.07,14:52.43,16:02.73,25:55.05,,,,5.15,4.44,1540.0,1173.0
244,9.38,10.18,,,10.5,13.52,36.34,59.76,1:24.48,1:52.76,2:37.64,5:58.53,2:22.43,3:18.68,4:16.58,6:46.30,7:20.09,9:23.46,14:53.06,16:03.42,25:56.16,1.21,2.13,2.41,5.14,4.43,1535.0,1169.0
243,,,10.87,11.42,12.5,13.53,36.37,59.8,1:24.54,1:52.84,2:37.76,5:58.79,2:22.53,3:18.82,4:16.75,6:46.57,7:20.38,9:23.85,14:53.69,16:04.10,25:57.27,,1.59,,5.13,4.41,1530.0,1165.0
242,9.39,10.19,10.88,11.43,12.51,13.54,36.39,59.84,1:24.60,1:52.92,2:37.87,5:59.04,2:22.63,3:18.95,4:16.92,6:46.84,7:20.68,9:24.24,14:54.32,16:04.78,25:58.39,0.97,,2.4,5.12,4.4,1525.0,1161.0
241,,8.25,,11.44,12.52,13.55,36.41,59.88,1:24.65,1:53.00,2:37.98,5:59.30,2:22.73,3:19.09,4:17.09,6:47.12,7:20.98,9:24.63,14:54.95,16:05.47,25:59.51,,2.12,,5.11,4.38,1520.0,1157.0
240,9.4,10.2,10.89,11.45,12.53,13.56,36.43,59.92,1:24.71,1:53.08,2:38.09,5:59.56,2:22.83,3:19.22,4:17.27,6:47.40,7:21.28,9:25.01,14:55.59,16:06.16,26:00.64,,1.58,2.39,5.1,4.36,1514.0,1153.0
239,9.41,10.21,10.9,,12.54,13.57,36.46,59.96,1:24.77,1:53.15,2:38.20,5:59.82,2:22.93,3:19.36,4:17.44,6:47.67,7:21.58,9:25.40,14:56.22,16:06.84,26:01.76,,2.11,,5.09,4.35,1509.0,1149.0
238,,8.26,,11.46,12.55,13.58,36.48,1:00.00,1:24.82,1:53.23,2:38.32,6:00.08,2:23.03,3:19.49,4:17.61,6:47.95,7:21.88,9:25.80,14:56.86,16:07.53,26:02.89,,,2.38,5.08,4.33,1504.0,1145.0
237,9.42,10.22,10.91,11.47,12.56,13.59,36.5,1:00.04,1:24.88,1:53.31,2:38.43,6:00.34,2:23.13,3:19.63,4:17.79,6:48.23,7:22.19,9:26.19,14:57.50,16:08.23,26:04.02,,1.57,,5.07,4.31,1499.0,1141.0
236,7.63,10.23,10.92,11.48,12.57,13.6,36.53,1:00.08,1:24.94,1:53.39,2:38.54,6:00.60,2:23.23,3:19.76,4:17.96,6:48.51,7:22.49,9:26.58,14:58.13,16:08.92,26:05.15,,2.1,2.37,5.05,4.3,1493.0,1137.0
235,9.43,,,11.49,10.55,13.61,36.55,1:00.12,1:25.00,1:53.47,2:38.66,6:00.86,2:23.33,3:19.90,4:18.14,6:48.78,7:22.79,9:26.97,14:58.77,16:09.61,26:06.28,1.2,,,5.04,4.28,1488.0,1133.0
234,,10.24,10.93,9.73,12.58,13.62,36.57,1:00.16,1:25.05,1:53.55,2:38.77,6:01.13,2:23.43,3:20.03,4:18.31,6:49.06,7:23.10,9:27.37,14:59.42,16:10.31,26:07.42,,1.56,2.36,5.03,4.26,1483.0,1129.0
233,9.44,8.28,10.94,11.5,12.59,13.63,36.6,1:00.20,1:25.11,1:53.63,2:38.88,6:01.39,2:23.53,3:20.17,4:18.49,6:49.34,7:23.40,9:27.76,15:00.06,16:11.01,26:08.56,0.96,,,5.02,4.25,1478.0,1124.0
232,,10.25,8.86,11.51,12.6,13.64,36.62,1:00.24,1:25.17,1:53.70,2:39.00,6:01.65,2:23.63,3:20.31,4:18.66,6:49.62,7:23.71,9:28.16,15:00.70,16:11.70,26:09.70,,,2.35,5.01,4.23,1473.0,1120.0
231,9.45,10.26,10.95,11.52,12.61,13.65,36.64,1:00.28,1:25.23,1:53.78,2:39.11,6:01.92,2:23.73,3:20.45,4:18.84,6:49.91,7:24.01,9:28.56,15:01.35,16:12.41,26:10.84,,1.55,,5.0,4.22,1467.0,1116.0
230,9.46,8.29,10.96,11.53,12.62,13.66,36.67,1:00.32,1:25.29,1:53.86,2:39.23,6:02.18,2:23.83,3:20.58,4:19.02,6:50.19,7:24.32,9:28.96,15:02.00,16:13.11,26:11.99,,,2.34,4.99,4.2,1462.0,1112.0
229,,10.27,8.87,11.54,12.63,13.67,36.69,1:00.36,1:25.34,1:53.94,2:39.34,6:02.45,2:23.93,3:20.72,4:19.19,6:50.47,7:24.63,9:29.35,15:02.65,16:13.81,26:13.14,,,,4.98,4.18,1457.0,1108.0
228,9.47,8.3,10.97,,12.64,13.68,36.72,1:00.40,1:25.40,1:54.02,2:39.46,6:02.71,2:24.03,3:20.86,4:19.37,6:50.75,7:24.93,9:29.75,15:03.30,16:14.52,26:14.29,,1.54,2.33,4.97,4.17,1452.0,1104.0
227,7.66,10.28,10.98,11.55,12.65,,36.74,1:00.44,1:25.46,1:54.10,2:39.57,6:02.98,2:24.13,3:21.00,4:19.55,6:51.04,7:25.24,9:30.15,15:03.95,16:15.22,26:15.45,1.19,,,4.96,4.15,1446.0,1100.0
226,9.48,10.29,,11.56,12.66,13.69,36.76,1:00.48,1:25.52,1:54.18,2:39.69,6:03.24,2:24.24,3:21.14,4:19.73,6:51.32,7:25.55,9:30.56,15:04.60,16:15.93,26:16.60,,1.53,2.32,4.95,4.13,1441.0,1096.0
225,9.49,8.31,10.99,11.57,10.61,13.7,36.79,1:00.52,1:25.58,1:54.26,2:39.80,6:03.51,2:24.34,3:21.28,4:19.91,6:51.61,7:25.86,9:30.96,15:05.25,16:16.64,26:17.76,,,,4.94,4.12,1436.0,1092.0
224,7.67,10.3,11.0,11.58,12.67,13.71,36.81,1:00.57,1:25.64,1:54.34,2:39.92,6:03.78,2:24.44,3:21.42,4:20.08,6:51.89,7:26.17,9:31.36,15:05.91,16:17.35,26:18.92,0.95,,2.31,4.93,4.1,1431.0,1088.0
223,9.5,10.31,,,12.68,13.72,36.83,1:00.61,1:25.70,1:54.42,2:40.04,6:04.05,2:24.54,3:21.56,4:20.26,6:52.18,7:26.48,9:31.77,15:06.57,16:18.06,26:20.09,,1.52,,4.92,4.08,1426.0,1084.0
222,,8.32,11.01,11.59,12.69,13.73,36.86,1:00.65,1:25.75,1:54.51,2:40.15,6:04.32,2:24.65,3:21.70,4:20.44,6:52.47,7:26.80,9:32.17,15:07.22,16:18.78,26:21.26,,,2.3,4.91,4.07,1420.0,1080.0
221,9.51,10.32,11.02,11.6,12.7,13.74,36.88,1:00.69,1:25.81,1:54.59,2:40.27,6:04.59,2:24.75,3:21.84,4:20.62,6:52.75,7:27.11,9:32.58,15:07.89,16:19.49,26:22.42,,2.04,,4.9,4.05,1415.0,1076.0
220,,10.33,,11.61,12.71,13.76,36.91,1:00.73,1:25.87,1:54.67,2:40.39,6:04.86,2:24.85,3:21.98,4:20.80,6:53.04,7:27.42,9:32.98,15:08.55,16:20.21,26:23.60,,1.51,2.29,4.89,4.04,1410.0,1072.0
219,9.52,,11.03,11.62,12.72,13.77,36.93,1:00.77,1:25.93,1:54.75,2:40.50,6:05.13,2:24.96,3:22.12,4:20.99,6:53.33,7:27.74,9:33.39,15:09.21,16:20.93,26:24.77,1.18,,,4.88,4.02,1405.0,1068.0
218,9.53,10.34,11.04,11.63,12.73,13.78,36.95,1:00.81,1:25.99,1:54.83,2:40.62,6:05.40,2:25.06,3:22.26,4:21.17,6:53.62,7:28.05,9:33.80,15:09.87,16:21.65,26:25.95,,2.03,2.28,4.86,4.0,1399.0,1064.0
217,,10.35,8.92,11.64,12.74,13.79,36.98,1:00.86,1:26.05,1:54.91,2:40.74,6:05.67,2:25.16,3:22.40,4:21.35,6:53.91,7:28.37,9:34.21,15:10.54,16:22.37,26:27.13,,1.5,,4.85,3.99,1394.0,1060.0
216,9.54,,11.05,,12.75,13.8,37.0,1:00.90,1:26.11,1:55.00,2:40.86,6:05.95,2:25.27,3:22.54,4:21.53,6:54.20,7:28.68,9:34.62,15:11.21,16:23.10,26:28.31,,2.02,2.27,4.84,3.97,1389.0,1056.0
215,7.7,10.36,11.06,11.65,12.76,13.81,37.03,1:00.94,1:26.17,1:55.08,2:40.98,6:06.22,2:25.37,3:22.69,4:21.71,6:54.49,7:29.00,9:35.03,15:11.88,16:23.82,26:29.50,0.94,,,4.83,3.95,1384.0,1052.0
214,9.55,8.35,8.93,11.66,12.77,13.82,37.05,1:00.98,1:26.23,1:55.16,2:41.10,6:06.49,2:25.48,3:22.83,4:21.90,6:54.78,7:29.32,9:35.44,15:12.55,16:24.55,26:30.69,,1.49,2.26,4.82,3.94,1378.0,1048.0
213,9.56,10.37,11.07,11.67,12.78,13.83,37.08,1:01.02,1:26.29,1:55.24,2:41.21,6:06.77,2:25.58,3:22.97,4:22.08,6:55.08,7:29.64,9:35.86,15:13.22,16:25.28,26:31.88,,2.01,,4.81,3.92,1373.0,1044.0
212,7.71,10.38,11.08,11.68,12.79,13.84,37.1,1:01.07,1:26.35,1:55.33,2:41.33,6:07.04,2:25.69,3:23.12,4:22.27,6:55.37,7:29.96,9:36.27,15:13.89,16:26.01,26:33.07,,,2.25,4.8,3.9,1368.0,1040.0
211,9.57,,,11.69,12.8,13.85,37.12,1:01.11,1:26.41,1:55.41,2:41.45,6:07.32,2:25.79,3:23.26,4:22.45,6:55.67,7:30.28,9:36.69,15:14.57,16:26.74,26:34.27,1.17,1.48,,4.79,3.89,1363.0,1036.0
210,,10.39,11.09,9.87,,13.86,37.15,1:01.15,1:26.47,1:55.49,2:41.57,6:07.60,2:25.90,3:23.40,4:22.63,6:55.96,7:30.60,9:37.10,15:15.25,16:27.48,26:35.47,,,2.24,4.78,3.87,1358.0,1032.0
209,9.58,10.4,11.1,11.7,12.81,13.87,37.17,1:01.19,1:26.53,1:55.58,2:41.69,6:07.87,2:26.00,3:23.55,4:22.82,6:56.26,7:30.92,9:37.52,15:15.93,16:28.21,26:36.67,,,3.56,4.77,3.86,1352.0,1028.0
208,9.59,,,11.71,12.82,13.88,37.2,1:01.24,1:26.59,1:55.66,2:41.81,6:08.15,2:26.11,3:23.69,4:23.01,6:56.55,7:31.24,9:37.94,15:16.61,16:28.95,26:37.88,,1.47,2.23,4.76,3.84,1347.0,1024.0
207,7.73,10.41,11.11,11.72,12.83,13.89,37.22,1:01.28,1:26.66,1:55.74,2:41.93,6:08.43,2:26.22,3:23.84,4:23.19,6:56.85,7:31.56,9:38.36,15:17.29,16:29.69,26:39.09,,,3.55,4.75,3.82,1342.0,1020.0
206,9.6,10.42,11.12,11.73,12.84,13.9,37.25,1:01.32,1:26.72,1:55.83,2:42.06,6:08.71,2:26.32,3:23.98,4:23.38,6:57.15,7:31.89,9:38.78,15:17.97,16:30.43,26:40.30,0.93,1.98,2.22,4.74,3.81,1337.0,1016.0
205,,,11.13,11.74,12.85,13.91,37.27,1:01.36,1:26.78,1:55.91,2:42.18,6:08.99,2:26.43,3:24.13,4:23.57,6:57.45,7:32.21,9:39.20,15:18.66,16:31.18,26:41.51,,1.46,3.54,4.73,3.79,1331.0,1012.0
204,9.61,10.43,,11.75,12.86,13.92,37.3,1:01.41,1:26.84,1:56.00,2:42.30,6:09.27,2:26.54,3:24.28,4:23.75,6:57.75,7:32.54,9:39.62,15:19.34,16:31.92,26:42.73,,,2.21,4.72,3.77,1326.0,1008.0
203,9.62,10.44,11.14,11.76,12.87,13.93,37.32,1:01.45,1:26.90,1:56.08,2:42.42,6:09.55,2:26.65,3:24.42,4:23.94,6:58.05,7:32.86,9:40.05,15:20.03,16:32.67,26:43.95,1.16,1.45,3.53,4.71,3.76,1321.0,1003.0
202,,,11.15,,12.88,13.94,37.35,1:01.49,1:26.96,1:56.17,2:42.54,6:09.84,2:26.75,3:24.57,4:24.13,6:58.35,7:33.19,9:40.47,15:20.72,16:33.42,26:45.17,,,2.2,4.7,3.74,1316.0,999.0
201,9.63,10.45,,11.77,12.89,13.95,37.37,1:01.54,1:27.03,1:56.25,2:42.67,6:10.12,2:26.86,3:24.72,4:24.32,6:58.65,7:33.52,9:40.90,15:21.42,16:34.17,26:46.40,,1.96,3.52,4.68,3.72,1310.0,995.0
200,,10.46,11.16,11.78,12.9,13.96,37.4,1:01.58,1:27.09,1:56.34,2:42.79,6:10.40,2:26.97,3:24.86,4:24.51,6:58.95,7:33.85,9:41.32,15:22.11,16:34.92,26:47.63,,1.44,2.19,4.67,3.71,1305.0,991.0
199,9.64,8.41,11.17,11.79,12.91,13.97,37.42,1:01.62,1:27.15,1:56.42,2:42.91,6:10.69,2:27.08,3:25.01,4:24.70,6:59.25,7:34.18,9:41.75,15:22.81,16:35.67,26:48.86,,,3.51,4.66,3.69,1300.0,987.0
198,9.65,10.47,11.18,11.8,12.92,13.98,37.45,1:01.67,1:27.21,1:56.51,2:43.03,6:10.97,2:27.19,3:25.16,4:24.89,6:59.56,7:34.51,9:42.18,15:23.50,16:36.43,26:50.10,,1.95,2.18,4.65,3.68,1295.0,983.0
197,,10.48,,11.81,12.93,13.99,37.47,1:01.71,1:27.28,1:56.59,2:43.16,6:11.26,2:27.30,3:25.31,4:25.08,6:59.86,7:34.84,9:42.61,15:24.20,16:37.19,26:51.34,0.92,1.43,3.5,4.64,3.66,1289.0,979.0
196,9.66,8.42,11.19,11.82,12.94,14.0,37.5,1:01.76,1:27.34,1:56.68,2:43.28,6:11.54,2:27.41,3:25.46,4:25.27,7:00.17,7:35.17,9:43.04,15:24.90,16:37.95,26:52.58,,1.94,2.17,4.63,3.64,1284.0,975.0
195,9.67,10.49,11.2,11.83,12.95,14.01,37.53,1:01.80,1:27.40,1:56.77,2:43.41,6:11.83,2:27.51,3:25.61,4:25.46,7:00.47,7:35.50,9:43.47,15:25.61,16:38.71,26:53.82,,,3.49,4.62,3.63,1279.0,971.0
194,,10.5,,,12.96,14.03,37.55,1:01.84,1:27.46,1:56.85,2:43.53,6:12.12,2:27.62,3:25.76,4:25.66,7:00.78,7:35.84,9:43.91,15:26.31,16:39.48,26:55.07,1.15,1.42,2.16,4.61,3.61,1274.0,967.0
193,9.68,,11.21,11.84,12.97,14.04,37.58,1:01.89,1:27.53,1:56.94,2:43.66,6:12.41,2:27.73,3:25.91,4:25.85,7:01.09,7:36.17,9:44.34,15:27.02,16:40.24,26:56.32,,1.93,3.48,4.6,3.59,1269.0,963.0
192,,10.51,11.22,11.85,12.98,14.05,37.6,1:01.93,1:27.59,1:57.03,2:43.78,6:12.70,2:27.85,3:26.06,4:26.04,7:01.40,7:36.51,9:44.78,15:27.72,16:41.01,26:57.58,,,2.15,4.59,3.58,1263.0,959.0
191,9.69,10.52,11.23,11.86,12.99,14.06,37.63,1:01.98,1:27.66,1:57.11,2:43.91,6:12.99,2:27.96,3:26.21,4:26.24,7:01.70,7:36.84,9:45.21,15:28.43,16:41.78,26:58.83,,1.41,3.47,4.58,3.56,1258.0,955.0
190,9.7,10.53,,11.87,13.0,14.07,37.65,1:02.02,1:27.72,1:57.20,2:44.03,6:13.28,2:28.07,3:26.36,4:26.43,7:02.01,7:37.18,9:45.65,15:29.15,16:42.55,27:00.10,,,2.14,4.57,3.54,1253.0,951.0
189,,8.45,11.24,11.88,13.01,14.08,37.68,1:02.07,1:27.78,1:57.29,2:44.16,6:13.57,2:28.18,3:26.51,4:26.63,7:02.33,7:37.52,9:46.09,15:29.86,16:43.33,27:01.36,,,3.46,4.56,3.53,1248.0,947.0
188,9.71,10.54,11.25,11.89,13.02,14.09,37.71,1:02.11,1:27.85,1:57.38,2:44.29,6:13.86,2:28.29,3:26.67,4:26.82,7:02.64,7:37.86,9:46.53,15:30.58,16:44.10,27:02.63,0.91,1.4,2.13,4.55,3.51,1242.0,943.0
187,9.72,10.55,,11.9,13.03,14.1,37.73,1:02.16,1:27.91,1:57.46,2:44.41,6:14.16,2:28.40,3:26.82,4:27.02,7:02.95,7:38.20,9:46.97,15:31.29,16:44.88,27:03.90,,,3.45,4.54,3.5,1237.0,939.0
186,,,11.26,11.91,13.04,14.11,37.76,1:02.20,1:27.98,1:57.55,2:44.54,6:14.45,2:28.51,3:26.97,4:27.21,7:03.26,7:38.54,9:47.41,15:32.01,16:45.66,27:05.17,1.14,1.9,2.12,4.53,3.48,1232.0,935.0
185,9.73,10.56,11.27,11.92,13.05,14.12,37.78,1:02.25,1:28.04,1:57.64,2:44.67,6:14.75,2:28.63,3:27.12,4:27.41,7:03.58,7:38.88,9:47.86,15:32.73,16:46.44,27:06.45,,1.39,3.44,4.52,3.46,1227.0,931.0
184,,10.57,11.28,10.03,13.06,14.13,37.81,1:02.29,1:28.11,1:57.73,2:44.80,6:15.04,2:28.74,3:27.28,4:27.61,7:03.89,7:39.22,9:48.30,15:33.46,16:47.23,27:07.73,,,,4.5,3.45,1221.0,927.0
183,9.74,,,11.93,13.07,14.15,37.84,1:02.34,1:28.17,1:57.82,2:44.93,6:15.34,2:28.85,3:27.43,4:27.81,7:04.21,7:39.57,9:48.75,15:34.18,16:48.01,27:09.02,,1.38,2.11,4.49,3.43,1216.0,923.0
182,9.75,10.58,11.29,11.94,13.08,14.16,37.86,1:02.38,1:28.24,1:57.91,2:45.05,6:15.63,2:28.97,3:27.59,4:28.00,7:04.52,7:39.91,9:49.19,15:34.91,16:48.80,27:10.31,,,,4.48,3.41,1211.0,919.0
181,,10.59,11.3,11.95,13.09,14.17,37.89,1:02.43,1:28.30,1:58.00,2:45.18,6:15.93,2:29.08,3:27.74,4:28.20,7:04.84,7:40.26,9:49.64,15:35.64,16:49.59,27:11.60,,1.88,2.1,4.47,3.4,1206.0,915.0
180,9.76,,11.31,11.96,13.1,14.18,37.92,1:02.47,1:28.37,1:58.09,2:45.31,6:16.23,2:29.20,3:27.90,4:28.40,7:05.16,7:40.60,9:50.09,15:36.37,16:50.39,27:12.90,,1.37,,4.46,3.38,1200.0,910.0
179,9.77,10.6,,11.97,13.11,14.19,37.94,1:02.52,1:28.43,1:58.18,2:45.44,6:16.53,2:29.31,3:28.05,4:28.60,7:05.48,7:40.95,9:50.54,15:37.10,16:51.18,27:14.19,0.9,,2.09,4.45,3.36,1195.0,906.0
178,,10.61,11.32,11.98,13.12,14.2,37.97,1:02.57,1:28.50,1:58.27,2:45.57,6:16.83,2:29.42,3:28.21,4:28.80,7:05.80,7:41.30,9:51.00,15:37.84,16:51.98,27:15.50,1.13,1.87,,4.44,3.35,1190.0,902.0
177,9.78,10.62,11.33,11.99,13.13,14.21,38.0,1:02.61,1:28.56,1:58.36,2:45.70,6:17.13,2:29.54,3:28.37,4:29.01,7:06.12,7:41.65,9:51.45,15:38.58,16:52.78,27:16.80,,1.36,2.08,4.43,3.33,1185.0,898.0
176,9.79,,11.34,12.0,13.14,14.22,38.02,1:02.66,1:28.63,1:58.45,2:45.83,6:17.44,2:29.65,3:28.52,4:29.21,7:06.44,7:42.00,9:51.90,15:39.32,16:53.58,27:18.11,,1.86,,4.42,3.32,1179.0,894.0
175,,10.63,9.1,12.01,13.15,14.24,38.05,1:02.71,1:28.70,1:58.54,2:45.97,6:17.74,2:29.77,3:28.68,4:29.41,7:06.77,7:42.35,9:52.36,15:40.06,16:54.39,27:19.43,,,2.07,4.41,3.3,1174.0,890.0
174,9.8,10.64,11.35,12.02,13.16,14.25,38.08,1:02.75,1:28.76,1:58.63,2:46.10,6:18.04,2:29.89,3:28.84,4:29.61,7:07.09,7:42.70,9:52.82,15:40.80,16:55.19,27:20.75,,1.35,,4.4,3.28,1169.0,886.0
173,9.81,,11.36,12.03,13.17,14.26,38.1,1:02.80,1:28.83,1:58.72,2:46.23,6:18.35,2:30.00,3:29.00,4:29.82,7:07.42,7:43.06,9:53.28,15:41.55,16:56.00,27:22.07,,1.85,2.06,4.39,3.27,1164.0,882.0
172,7.86,8.52,11.37,12.04,13.18,14.27,38.13,1:02.85,1:28.90,1:58.82,2:46.36,6:18.65,2:30.12,3:29.16,4:30.02,7:07.74,7:43.41,9:53.74,15:42.30,16:56.81,27:23.39,,,,4.38,3.25,1158.0,878.0
171,9.82,10.66,9.12,12.05,13.19,14.28,38.16,1:02.89,1:28.96,1:58.91,2:46.50,6:18.96,2:30.24,3:29.32,4:30.23,7:08.07,7:43.77,9:54.20,15:43.05,16:57.63,27:24.72,,1.34,2.05,4.37,3.23,1153.0,874.0
170,9.83,10.67,11.38,12.06,13.2,14.29,38.19,1:02.94,1:29.03,1:59.00,2:46.63,6:19.27,2:30.35,3:29.48,4:30.43,7:08.40,7:44.12,9:54.66,15:43.80,16:58.44,27:26.06,0.89,,,4.36,3.22,1148.0,870.0
169,7.87,,11.39,12.07,13.22,14.3,38.21,1:02.99,1:29.10,1:59.09,2:46.76,6:19.58,2:30.47,3:29.64,4:30.64,7:08.73,7:44.48,9:55.12,15:44.55,16:59.26,27:27.39,,,2.04,4.35,3.2,1143.0,866.0
168,9.84,10.68,11.4,10.13,13.23,14.32,38.24,1:03.03,1:29.17,1:59.19,2:46.90,6:19.89,2:30.59,3:29.80,4:30.84,7:09.05,7:44.84,9:55.59,15:45.31,17:00.08,27:28.73,,1.33,,4.33,3.18,1137.0,862.0
167,9.85,10.69,11.41,12.08,13.24,14.33,38.27,1:03.08,1:29.24,1:59.28,2:47.03,6:20.20,2:30.71,3:29.96,4:31.05,7:09.39,7:45.20,9:56.06,15:46.07,17:00.90,27:30.08,,,2.03,4.32,3.17,1132.0,858.0
166,7.88,10.7,9.14,12.09,13.25,14.34,38.3,1:03.13,1:29.30,1:59.37,2:47.17,6:20.51,2:30.83,3:30.12,4:31.26,7:09.72,7:45.56,9:56.52,15:46.83,17:01.73,27:31.43,,1.82,,4.31,3.15,1127.0,854.0
165,9.86,8.55,11.42,12.1,13.26,14.35,38.32,1:03.18,1:29.37,1:59.47,2:47.30,6:20.82,2:30.95,3:30.29,4:31.47,7:10.05,7:45.92,9:56.99,15:47.59,17:02.56,27:32.78,,1.32,2.02,4.3,3.14,1122.0,850.0
164,9.87,10.71,11.43,12.11,13.27,14.36,38.35,1:03.23,1:29.44,1:59.56,2:47.44,6:21.13,2:31.07,3:30.45,4:31.68,7:10.38,7:46.28,9:57.46,15:48.36,17:03.39,27:34.14,,,,4.29,3.12,1116.0,846.0
163,,10.72,11.44,12.12,13.28,14.37,38.38,1:03.27,1:29.51,1:59.66,2:47.57,6:21.45,2:31.19,3:30.61,4:31.89,7:10.72,7:46.65,9:57.94,15:49.13,17:04.22,27:35.50,,1.31,2.01,4.28,3.1,1111.0,842.0
162,9.88,10.73,9.16,12.13,13.29,14.38,38.41,1:03.32,1:29.58,1:59.75,2:47.71,6:21.76,2:31.31,3:30.78,4:32.10,7:11.05,7:47.01,9:58.41,15:49.90,17:05.06,27:36.87,1.11,,,4.27,3.09,1106.0,838.0
161,9.89,8.57,11.45,12.14,13.3,14.4,38.44,1:03.37,1:29.65,1:59.85,2:47.85,6:22.08,2:31.43,3:30.94,4:32.31,7:11.39,7:47.38,9:58.89,15:50.67,17:05.90,27:38.24,0.88,1.8,2.0,4.26,3.07,1101.0,833.0
160,,10.74,11.46,12.15,13.31,14.41,38.46,1:03.42,1:29.72,1:59.94,2:47.98,6:22.39,2:31.55,3:31.11,4:32.52,7:11.73,7:47.75,9:59.36,15:51.45,17:06.74,27:39.61,,1.3,,4.25,3.05,1095.0,829.0
159,9.9,10.75,11.47,12.16,13.32,14.42,38.49,1:03.47,1:29.79,2:00.04,2:48.12,6:22.71,2:31.67,3:31.27,4:32.73,7:12.07,7:48.11,9:59.84,15:52.23,17:07.58,27:40.99,,,1.99,4.24,3.04,1090.0,825.0
158,9.91,10.76,11.48,12.17,13.33,14.43,38.52,1:03.52,1:29.86,2:00.13,2:48.26,6:23.03,2:31.79,3:31.44,4:32.95,7:12.41,7:48.48,10:00.32,15:53.01,17:08.43,27:42.37,,1.79,,4.23,3.02,1085.0,821.0
157,,,,12.18,13.34,14.44,38.55,1:03.57,1:29.93,2:00.23,2:48.40,6:23.35,2:31.91,3:31.60,4:33.16,7:12.75,7:48.86,10:00.80,15:53.79,17:09.28,27:43.76,,1.29,1.98,4.22,3.0,1079.0,817.0
156,9.92,10.77,11.49,12.19,13.36,14.46,38.58,1:03.62,1:30.00,2:00.33,2:48.54,6:23.67,2:32.04,3:31.77,4:33.37,7:13.09,7:49.23,10:01.29,15:54.57,17:10.13,27:45.15,,1.78,3.29,4.21,2.99,1074.0,813.0
155,9.93,10.78,11.5,12.2,13.37,14.47,38.61,1:03.66,1:30.07,2:00.42,2:48.68,6:24.00,2:32.16,3:31.94,4:33.59,7:13.43,7:49.60,10:01.77,15:55.36,17:10.98,27:46.55,,,1.97,4.2,2.97,1069.0,809.0
154,9.94,10.79,11.51,12.21,13.38,14.48,38.64,1:03.71,1:30.14,2:00.52,2:48.82,6:24.32,2:32.28,3:32.11,4:33.81,7:13.78,7:49.97,10:02.26,15:56.15,17:11.84,27:47.95,1.1,1.28,3.28,4.19,2.95,1064.0,805.0
153,,,11.52,12.22,13.39,14.49,38.66,1:03.76,1:30.21,2:00.62,2:48.96,6:24.64,2:32.41,3:32.28,4:34.02,7:14.12,7:50.35,10:02.74,15:56.94,17:12.70,27:49.35,,1.77,1.96,4.18,2.94,1058.0,801.0
152,9.95,10.8,9.21,12.23,13.4,14.5,38.69,1:03.81,1:30.28,2:00.72,2:49.10,6:24.97,2:32.53,3:32.45,4:34.24,7:14.47,7:50.73,10:03.23,15:57.74,17:13.56,27:50.76,0.87,,3.27,4.16,2.92,1053.0,797.0
151,9.96,10.81,11.53,12.24,13.41,14.52,38.72,1:03.86,1:30.35,2:00.81,2:49.24,6:25.29,2:32.66,3:32.62,4:34.46,7:14.82,7:51.11,10:03.72,15:58.54,17:14.43,27:52.17,,1.27,1.95,4.15,2.91,1048.0,793.0
150,,10.82,11.54,12.25,13.42,14.53,38.75,1:03.91,1:30.43,2:00.91,2:49.38,6:25.62,2:32.78,3:32.79,4:34.68,7:15.17,7:51.49,10:04.22,15:59.34,17:15.30,27:53.59,,,3.26,4.14,2.89,1043.0,789.0
149,9.97,,11.55,12.26,13.43,14.54,38.78,1:03.96,1:30.50,2:01.01,2:49.52,6:25.95,2:32.91,3:32.96,4:34.90,7:15.52,7:51.87,10:04.71,16:00.14,17:16.17,27:55.02,,,1.94,4.13,2.87,1037.0,785.0
